filename,station_name,country,tags,content_type,recorded_duration,actual_duration,duration,tempo,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,rms_energy,harmonic_ratio,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,cluster
Retro_Country_890_20250308_213652.mp3,Retro Country 890,Unknown,"Classic, 2000s, Classic, Country, Contemporary, Country, Honky, Tonk, 90s, Country, 80s",music,88,87.99453514739228,87.99453514739228,[101.33272059],2359.4368795085757,2597.7452021036706,4903.039331763275,0.05543679914248021,0.15717365,0.7669789,-145.22566,159.41685,-41.67953,61.597065,-6.79087,10.67512,5.631264,0.44367895,1.3987639,-3.6976058,-1.6684034,-0.30658394,-4.4434323,0.53148925,0.45773694,0.5466181,0.46635446,0.4220443,0.36202595,0.3961921,0.46432492,0.47127473,0.5305633,0.49764165,0.5638049,1
Rockin_Rhtym_And_Blues_Radio_20250308_213820.mp3,Rockin Rhtym And Blues Radio,Unknown,"60s, Soul, Doo, Wop, Rock, And, Roll, Rhythm, And, Blues",mixed,86,86.00922902494331,86.00922902494331,[87.59269068],1955.6719431267081,2628.104765892569,3757.0716622098125,0.03926034320589823,0.119761206,0.8050544,-178.73856,174.68477,-28.096869,38.066235,-10.4637985,23.984718,-15.399576,7.0986433,-5.8288703,-3.4736907,-5.7898345,-1.9651093,-0.3672485,0.43547413,0.34637156,0.3479168,0.4169439,0.3568521,0.33084106,0.40112665,0.3628882,0.40253243,0.45051488,0.53743047,0.58138394,1
Rádió_Groove_20250308_215835.mp3,Rádió Groove,Unknown,"90's, Hot, AC, 80's",music,61,61.01004535147392,61.01004535147392,[105.46875],2902.8528098745946,3367.7022255976267,6390.976831960633,0.0572386417697431,0.13810487,0.74538034,-147.23787,145.55983,-32.249756,49.21226,-20.2757,41.597935,-11.601771,17.828297,-3.7254028,10.272219,-2.6612456,6.5324473,1.0442117,0.5744864,0.51479286,0.46192828,0.46362063,0.4908367,0.49641222,0.55371904,0.503296,0.484906,0.5014898,0.50958836,0.6260588,0
SmoothLounge_com_20250308_214615.mp3,SmoothLounge.com,Unknown,Rock,music,67,66.99208616780045,66.99208616780045,[120.18531977],2770.5533739058224,3565.592406748811,6501.784828303696,0.044344499978339974,0.206157,0.9100032,-157.4354,130.61946,-3.2676759,43.176327,-12.615184,34.17368,-3.9226608,19.317476,-1.3084723,5.681438,1.8359656,7.1013193,1.9170415,0.5797131,0.5323979,0.5578608,0.54690105,0.58028597,0.6930013,0.5593385,0.50046384,0.490622,0.5691454,0.64808744,0.58211535,0
Spot_20250308_214509.mp3,Spot,Unknown,pub,music,43,43.01167800453515,43.01167800453515,[120.18531977],3691.885681028303,3784.19299820507,7733.52349285172,0.08384296453272605,0.07726469,0.70008403,-238.5356,106.016846,-12.893714,52.490105,-14.252441,28.959007,-15.04016,13.846371,-6.3139496,7.147055,-7.6244636,7.238997,-1.8440639,0.49203774,0.46201345,0.4306887,0.4427805,0.44132325,0.47664654,0.4612694,0.45753813,0.48220775,0.49884838,0.49804232,0.49226218,0
Stockholm_FM_88_0_MHz_Sweden___webbradio_narradio_se___community_affairs___culture_mp3_P_R_O_20250308_214800.mp3,Stockholm FM 88.0 MHz Sweden - webbradio@narradio.se - community affairs & culture mp3 P R O,Unknown,International,mixed,50,50.01249433106576,50.01249433106576,[95.703125],775.902553941661,669.5456059799745,1441.0601347601846,0.026611328125,0.024845626,0.9542189,-442.18283,218.99396,25.749111,-30.193474,5.0304484,13.316832,-4.4919624,-11.498097,-9.034077,-6.4791856,-4.5567565,-3.641659,-4.0798063,0.33928192,0.26810315,0.34253168,0.3196519,0.38518187,0.3588042,0.40818548,0.5453301,0.37066874,0.32244542,0.24399832,0.31816143,2
STREAM_10380_20250308_215938.mp3,STREAM 10380,Unknown,MISC,mixed,76,75.99697916666666,75.99697916666666,[104.16666667],1419.425002719293,2063.5782002178184,2473.0164473684213,0.027355742872807016,0.14929768,0.93817794,-267.27393,154.89526,8.8449955,27.280157,2.2267642,2.3376286,-8.918479,-7.225772,-7.616467,-12.129278,-5.7861853,-8.990411,-9.587035,0.3242118,0.2586907,0.2362294,0.2971644,0.39477104,0.32750723,0.29834506,0.39248806,0.3832308,0.33557096,0.37417808,0.38615057,1
studio344_20250308_214222.mp3,studio344,Unknown,Greek,music,37,37.003514739229026,37.003514739229026,[75.99954044],2256.2658228604396,2886.8194694453214,4447.4710155759885,0.05122113197929737,0.068159185,0.66675806,-260.80963,161.51968,-11.681358,20.260263,-13.709607,8.689067,-21.66623,7.385934,-11.394184,-1.0388318,-4.8876605,0.5271755,-2.3938632,0.3456049,0.29048374,0.41880277,0.48146358,0.6598721,0.4059568,0.3331077,0.31433666,0.33431232,0.3097045,0.32292634,0.54793334,1
Unspecified_name_20250308_214136.mp3,Unspecified name,Unknown,various,music,47,47.0084126984127,47.0084126984127,[117.45383523],2896.728293549784,2525.320607433896,5521.7961321468265,0.09312351911737465,0.18828158,0.70444244,-113.44595,146.63484,-74.12417,33.412254,-22.64653,4.404825,-14.022653,-15.242538,-15.328818,-14.308677,-2.1141098,-16.288212,-8.404986,0.40123504,0.38438535,0.3337624,0.42167294,0.31639317,0.27343526,0.312589,0.3980725,0.5972278,0.40426326,0.481419,0.49699846,0
VRI__Vox_Radio_International__20250308_214347.mp3,VRI (Vox Radio International),Unknown,"JAZZ, and, POP",music,75,75.01167800453514,75.01167800453514,[114.84375],3271.6681503056902,3725.3848804589334,7392.850885360238,0.0709895641880127,0.07351669,0.68114907,-187.91087,128.66762,-25.252012,55.390656,-5.321385,36.292286,-15.639529,16.473492,-9.440692,6.0906944,-2.2708066,0.9201577,-0.7594056,0.48668647,0.49037707,0.48462743,0.49202457,0.48335233,0.50861037,0.5093117,0.5000602,0.5642539,0.7080513,0.6412162,0.53370994,0
_113FM_Alt_X_20250308_214846.mp3,.113FM Alt-X,Unknown,"Alternative, Rock",music,42,41.99290249433106,41.99290249433106,[123.046875],2961.948632143639,3250.0011550297672,6408.411032645321,0.0687536988958391,0.25205103,0.82555467,-64.601944,147.66725,-45.68915,53.5837,-10.66805,41.49683,-20.096468,16.372265,-4.3886776,3.3374915,-6.4523883,0.5223265,-1.5660801,0.43447608,0.3828159,0.48767722,0.43584397,0.33902332,0.30368948,0.37264726,0.57721376,0.4637842,0.45409784,0.45434058,0.50081754,0
ЛЮБИМЫЕ_ХИТЫ_20250308_214301.mp3,ЛЮБИМЫЕ ХИТЫ,Unknown,РЕТРО,music,48,48.001065759637186,48.001065759637186,[129.19921875],3859.329501607181,4075.1989576649107,8931.842467597491,0.0789211287031439,0.2635454,0.8055482,-68.72941,113.16667,-26.961544,64.97955,-17.026257,44.87067,-20.659708,27.092056,-13.47311,13.232431,-4.614186,1.5071677,-3.5379913,0.3737406,0.4460402,0.5348085,0.4755651,0.49613142,0.46642026,0.41365552,0.4593457,0.49635196,0.5136987,0.4078447,0.37974778,0
